route,service_type,cause,start_time,station,delay_min,weather,year
Basel-Lausanne,IC,External,2022-07-01 19:14:00,Bern,4,clear,2022
Zürich-Schaffhausen,IR,Operations,2022-07-01 20:58:00,Bülach,2,clear,2022
Bern-Brig,IC,Rolling stock,2022-07-02 07:21:00,Brig,4,clear,2022
Zürich-Luzern,IC,Operations,2022-07-02 15:51:00,Luzern,9,clear,2022
Zürich-Genève,IC,External,2022-07-02 18:52:00,Genève,21,clear,2022
Zürich-Bern,IC,Infrastructure,2022-07-05 05:35:00,Bern,2,clear,2022
Zürich-Schaffhausen,IR,Rolling stock,2022-07-05 07:40:00,Bülach,2,fog,2022
Zürich-Schaffhausen,IR,Rolling stock,2022-07-05 10:04:00,Schaffhausen,16,clear,2022
Zürich-Genève,IC,Infrastructure,2022-07-05 12:34:00,Bern,16,rain,2022
Zürich-Luzern,IC,Operations,2022-07-05 14:40:00,Zug,3,rain,2022
Lugano-Locarno,RE,Connection wait,2022-07-05 19:50:00,Lugano,11,clear,2022
Bern-Biel,IR,External,2022-07-05 22:10:00,Biel/Bienne,12,rain,2022
Bern-Biel,IR,Connection wait,2022-07-06 07:51:00,Lyss,15,clear,2022
S5 Bern,S,Connection wait,2022-07-07 22:16:00,Burgdorf,8,clear,2022
Bern-Biel,IR,Rolling stock,2022-07-09 14:51:00,Lyss,4,clear,2022
Basel-Lausanne,IC,Boarding,2022-07-09 19:16:00,Lausanne,2,clear,2022
Zürich-Chur,IC,Rolling stock,2022-07-10 14:11:00,Chur,5,clear,2022
Zürich-Luzern,IC,Connection wait,2022-07-11 16:25:00,Zürich HB,3,clear,2022
Zürich-Bern,IC,Infrastructure,2022-07-11 19:15:00,Zürich HB,25,clear,2022
Zürich-Bern,IC,Boarding,2022-07-14 07:18:00,Olten,2,clear,2022
Bern-Belp,RE,Infrastructure,2022-07-14 21:44:00,Bern,9,snow,2022
Zürich-Genève,IC,Boarding,2022-07-16 07:09:00,Lausanne,7,snow,2022
Lugano-Locarno,RE,Connection wait,2022-07-17 09:01:00,Locarno,2,clear,2022
Zürich-Chur,IC,Infrastructure,2022-07-17 13:26:00,Sargans,36,rain,2022
S1 Lausanne,S,Connection wait,2022-07-18 08:59:00,Yverdon,2,rain,2022
Lausanne-Brig,IR,Operations,2022-07-19 06:30:00,Lausanne,5,clear,2022
Zürich-Luzern,IC,Infrastructure,2022-07-19 10:15:00,Luzern,7,rain,2022
S5 Bern,S,External,2022-07-19 13:20:00,Burgdorf,19,clear,2022
Zürich-Schaffhausen,IR,External,2022-07-20 12:58:00,Zürich HB,6,clear,2022
Zürich-Chur,IC,Rolling stock,2022-07-20 14:00:00,Chur,17,clear,2022
Zürich-Luzern,IC,Infrastructure,2022-07-20 14:21:00,Zürich HB,6,clear,2022
Zürich-Chur,IC,Infrastructure,2022-07-20 22:31:00,Zürich HB,2,clear,2022
S6 Basel,S,Connection wait,2022-07-21 23:17:00,Basel SBB,7,rain,2022
Genève-Lausanne,IC,Rolling stock,2022-07-22 01:22:00,Nyon,2,clear,2022
Zürich-Bern,IC,External,2022-07-22 16:02:00,Bern,7,rain,2022
Zürich-Bern,IC,Operations,2022-07-22 20:18:00,Bern,5,rain,2022
Basel-Lausanne,IC,Infrastructure,2022-07-23 06:39:00,Basel SBB,37,snow,2022
Basel-Lausanne,IC,External,2022-07-23 19:59:00,Bern,7,clear,2022
Genève-Lausanne,IC,Operations,2022-07-24 18:40:00,Lausanne,2,clear,2022
Zürich-Bern,IC,Connection wait,2022-07-24 22:35:00,Zürich HB,6,snow,2022
Zürich-Luzern,IC,Boarding,2022-07-25 08:21:00,Zürich HB,6,rain,2022
Basel-Olten,IC,Rolling stock,2022-07-25 11:40:00,Olten,2,clear,2022
Genève-Lausanne,IC,Infrastructure,2022-07-25 12:39:00,Genève,32,rain,2022
S5 Bern,S,Infrastructure,2022-07-27 05:10:00,Bern,8,fog,2022
Zürich-Genève,IC,External,2022-07-27 16:23:00,Genève,7,clear,2022
Lausanne-Brig,IR,Connection wait,2022-07-27 22:14:00,Lausanne,7,clear,2022
Lugano-Locarno,RE,Rolling stock,2022-07-27 22:28:00,Locarno,2,clear,2022
Basel-Lausanne,IC,Infrastructure,2022-07-28 05:02:00,Lausanne,9,clear,2022
Bern-Biel,IR,Boarding,2022-07-29 10:25:00,Biel/Bienne,5,rain,2022
Zürich-Schaffhausen,IR,Infrastructure,2022-07-30 01:00:00,Bülach,5,rain,2022
Zürich-Bern,IC,Operations,2022-07-30 06:45:00,Olten,36,rain,2022
Bern-Biel,IR,Operations,2022-07-31 08:38:00,Biel/Bienne,10,rain,2022
Olten-Zofingen,RE,Rolling stock,2022-07-31 11:47:00,Olten,7,clear,2022
Olten-Zofingen,RE,Operations,2022-08-01 19:05:00,Olten,10,clear,2022
Bern-Brig,IC,External,2022-08-02 06:39:00,Spiez,5,clear,2022
Zürich-Chur,IC,External,2022-08-02 21:03:00,Zürich HB,36,clear,2022
Basel-Lausanne,IC,Boarding,2022-08-04 06:24:00,Lausanne,9,rain,2022
Genève-Lausanne,IC,Boarding,2022-08-04 17:38:00,Nyon,3,clear,2022
Lausanne-Brig,IR,Connection wait,2022-08-05 14:21:00,Sion,9,clear,2022
Bern-Belp,RE,Infrastructure,2022-08-05 21:43:00,Bern,24,clear,2022
Zürich-Genève,IC,Operations,2022-08-06 12:21:00,Bern,12,snow,2022
Lausanne-Brig,IR,External,2022-08-07 06:28:00,Lausanne,17,rain,2022
Bern-Biel,IR,Infrastructure,2022-08-08 00:14:00,Lyss,16,clear,2022
Genève-Lausanne,IC,Connection wait,2022-08-08 07:09:00,Genève,8,clear,2022
S2 Zürich,S,External,2022-08-08 19:54:00,Effretikon,2,clear,2022
Bern-Biel,IR,Infrastructure,2022-08-08 23:39:00,Lyss,52,clear,2022
Olten-Zofingen,RE,Infrastructure,2022-08-09 18:11:00,Zofingen,13,rain,2022
Olten-Zofingen,RE,Rolling stock,2022-08-09 18:37:00,Olten,12,clear,2022
Zürich-Chur,IC,Infrastructure,2022-08-10 12:36:00,Sargans,18,rain,2022
Olten-Zofingen,RE,External,2022-08-11 11:16:00,Zofingen,10,clear,2022
Lugano-Locarno,RE,Connection wait,2022-08-11 11:40:00,Lugano,11,clear,2022
Bern-Belp,RE,Rolling stock,2022-08-11 21:59:00,Bern,3,clear,2022
Olten-Zofingen,RE,Connection wait,2022-08-11 23:12:00,Olten,12,clear,2022
Bern-Brig,IC,External,2022-08-12 16:37:00,Brig,3,clear,2022
Olten-Zofingen,RE,Connection wait,2022-08-12 18:29:00,Zofingen,2,rain,2022
Lugano-Locarno,RE,Infrastructure,2022-08-13 19:50:00,Lugano,17,clear,2022
Zürich-Bern,IC,Infrastructure,2022-08-13 23:53:00,Olten,3,fog,2022
Lausanne-Brig,IR,External,2022-08-15 18:09:00,Sion,24,snow,2022
Bern-Biel,IR,Operations,2022-08-17 14:11:00,Bern,3,clear,2022
Basel-Olten,IC,Infrastructure,2022-08-18 09:04:00,Basel SBB,2,clear,2022
Zürich-Genève,IC,Operations,2022-08-18 10:32:00,Zürich HB,22,snow,2022
Bern-Biel,IR,Operations,2022-08-20 11:09:00,Biel/Bienne,2,clear,2022
Zürich-Bern,IC,Infrastructure,2022-08-20 15:09:00,Bern,8,clear,2022
Zürich-Chur,IC,Infrastructure,2022-08-21 05:43:00,Sargans,3,clear,2022
Zürich-Genève,IC,External,2022-08-21 16:36:00,Bern,3,clear,2022
Zürich-Bern,IC,Connection wait,2022-08-22 22:30:00,Zürich HB,11,fog,2022
Zürich-Schaffhausen,IR,Boarding,2022-08-24 15:34:00,Zürich HB,7,fog,2022
Olten-Zofingen,RE,External,2022-08-24 20:25:00,Olten,9,clear,2022
Zürich-Luzern,IC,Rolling stock,2022-08-25 11:39:00,Luzern,2,clear,2022
St. Gallen-Zürich,IR,External,2022-08-26 12:38:00,Zürich HB,14,rain,2022
S1 Lausanne,S,Connection wait,2022-08-26 20:01:00,Yverdon,18,rain,2022
Lugano-Locarno,RE,Rolling stock,2022-08-27 23:50:00,Lugano,32,clear,2022
Bern-Brig,IC,Operations,2022-08-28 08:06:00,Brig,5,clear,2022
Lugano-Locarno,RE,External,2022-08-28 20:51:00,Locarno,3,clear,2022
S1 Lausanne,S,External,2022-08-29 16:21:00,Lausanne,10,clear,2022
Zürich-Schaffhausen,IR,External,2022-08-29 18:02:00,Bülach,9,clear,2022
Bern-Brig,IC,Rolling stock,2022-08-29 20:44:00,Spiez,2,rain,2022
S5 Bern,S,Infrastructure,2022-08-30 12:18:00,Bern,5,snow,2022
Zürich-Luzern,IC,Boarding,2022-08-31 05:26:00,Zug,2,rain,2022
St. Gallen-Zürich,IR,External,2022-08-31 08:04:00,Zürich HB,7,rain,2022
Lugano-Locarno,RE,Infrastructure,2022-09-01 15:45:00,Locarno,7,clear,2022
Zürich-Chur,IC,Boarding,2022-09-01 18:29:00,Chur,14,clear,2022
Zürich-Luzern,IC,External,2022-09-01 21:08:00,Zürich HB,23,rain,2022
Lugano-Locarno,RE,Operations,2022-09-02 06:06:00,Locarno,16,rain,2022
Zürich-Schaffhausen,IR,Connection wait,2022-09-02 07:42:00,Zürich HB,2,clear,2022
S2 Zürich,S,Rolling stock,2022-09-02 15:27:00,Pfäffikon,5,rain,2022
Bern-Belp,RE,Rolling stock,2022-09-04 17:43:00,Bern,10,clear,2022
Genève-Lausanne,IC,Infrastructure,2022-09-05 05:51:00,Genève,15,clear,2022
Basel-Olten,IC,Connection wait,2022-09-05 08:40:00,Olten,19,clear,2022
Zürich-Schaffhausen,IR,Connection wait,2022-09-06 08:19:00,Schaffhausen,6,clear,2022
Zürich-Luzern,IC,Boarding,2022-09-07 14:55:00,Luzern,2,clear,2022
Zürich-Chur,IC,Boarding,2022-09-08 09:33:00,Sargans,2,clear,2022
Zürich-Genève,IC,Operations,2022-09-10 15:48:00,Zürich HB,3,clear,2022
Bern-Brig,IC,Rolling stock,2022-09-10 16:21:00,Brig,13,clear,2022
S1 Lausanne,S,Infrastructure,2022-09-11 07:46:00,Yverdon,13,clear,2022
Genève-Lausanne,IC,Boarding,2022-09-11 15:56:00,Nyon,2,clear,2022
S1 Lausanne,S,Connection wait,2022-09-12 07:51:00,Lausanne,19,clear,2022
S1 Lausanne,S,Boarding,2022-09-12 14:21:00,Lausanne,11,fog,2022
Zürich-Chur,IC,Infrastructure,2022-09-12 15:28:00,Sargans,33,fog,2022
S6 Basel,S,Infrastructure,2022-09-14 13:12:00,Pratteln,13,rain,2022
Bern-Biel,IR,Boarding,2022-09-14 21:16:00,Lyss,5,snow,2022
Bern-Belp,RE,Infrastructure,2022-09-14 22:39:00,Bern,7,clear,2022
Lugano-Locarno,RE,External,2022-09-14 23:18:00,Lugano,7,clear,2022
Olten-Zofingen,RE,Rolling stock,2022-09-15 23:30:00,Zofingen,2,clear,2022
Bern-Belp,RE,Rolling stock,2022-09-15 23:55:00,Belp,6,clear,2022
Zürich-Bern,IC,Rolling stock,2022-09-16 05:31:00,Olten,32,clear,2022
Zürich-Bern,IC,Boarding,2022-09-16 15:12:00,Zürich HB,3,clear,2022
Zürich-Chur,IC,Boarding,2022-09-17 02:16:00,Chur,11,fog,2022
Zürich-Bern,IC,Boarding,2022-09-17 10:08:00,Olten,3,clear,2022
Bern-Brig,IC,Infrastructure,2022-09-17 14:41:00,Brig,23,rain,2022
Lugano-Locarno,RE,Operations,2022-09-18 05:44:00,Locarno,2,rain,2022
Bern-Belp,RE,Infrastructure,2022-09-19 13:48:00,Bern,32,clear,2022
Lausanne-Brig,IR,Infrastructure,2022-09-19 19:56:00,Brig,7,clear,2022
S2 Zürich,S,Boarding,2022-09-20 18:41:00,Effretikon,6,clear,2022
S1 Lausanne,S,Infrastructure,2022-09-22 11:28:00,Lausanne,6,fog,2022
Basel-Lausanne,IC,Connection wait,2022-09-22 19:03:00,Lausanne,2,snow,2022
Zürich-Genève,IC,Connection wait,2022-09-23 10:10:00,Bern,3,clear,2022
Olten-Zofingen,RE,Connection wait,2022-09-23 13:46:00,Olten,2,clear,2022
Bern-Biel,IR,Infrastructure,2022-09-23 17:40:00,Bern,2,clear,2022
St. Gallen-Zürich,IR,Boarding,2022-09-23 18:15:00,Winterthur,2,clear,2022
Bern-Brig,IC,External,2022-09-24 08:04:00,Brig,2,rain,2022
S2 Zürich,S,Infrastructure,2022-09-25 07:55:00,Zürich HB,5,clear,2022
Genève-Lausanne,IC,External,2022-09-26 08:48:00,Lausanne,17,clear,2022
Zürich-Chur,IC,Connection wait,2022-09-26 14:18:00,Sargans,5,clear,2022
Basel-Olten,IC,Rolling stock,2022-09-26 16:54:00,Olten,2,clear,2022
Zürich-Schaffhausen,IR,External,2022-09-28 12:44:00,Schaffhausen,9,clear,2022
Zürich-Schaffhausen,IR,Boarding,2022-09-28 19:28:00,Zürich HB,2,clear,2022
Genève-Lausanne,IC,Operations,2022-09-29 08:28:00,Genève,5,clear,2022
S1 Lausanne,S,Boarding,2022-09-29 18:54:00,Yverdon,2,snow,2022
S1 Lausanne,S,Rolling stock,2022-10-01 05:35:00,Yverdon,6,clear,2022
S1 Lausanne,S,External,2022-10-01 13:59:00,Yverdon,15,clear,2022
Zürich-Chur,IC,Infrastructure,2022-10-01 14:56:00,Sargans,2,clear,2022
Zürich-Bern,IC,Rolling stock,2022-10-02 06:37:00,Bern,2,clear,2022
Zürich-Schaffhausen,IR,Boarding,2022-10-02 16:25:00,Zürich HB,6,clear,2022
Basel-Olten,IC,Infrastructure,2022-10-02 19:34:00,Basel SBB,14,clear,2022
Zürich-Bern,IC,Infrastructure,2022-10-03 09:16:00,Bern,2,clear,2022
Zürich-Genève,IC,External,2022-10-05 20:47:00,Genève,18,clear,2022
S1 Lausanne,S,Infrastructure,2022-10-07 15:25:00,Yverdon,5,clear,2022
Zürich-Chur,IC,Operations,2022-10-08 06:38:00,Chur,11,clear,2022
Bern-Brig,IC,Operations,2022-10-08 20:09:00,Bern,29,rain,2022
Zürich-Bern,IC,Connection wait,2022-10-08 23:41:00,Olten,2,rain,2022
Basel-Lausanne,IC,External,2022-10-09 10:26:00,Bern,52,snow,2022
S2 Zürich,S,Infrastructure,2022-10-09 15:31:00,Effretikon,7,rain,2022
Zürich-Luzern,IC,Connection wait,2022-10-10 22:53:00,Luzern,12,clear,2022
S1 Lausanne,S,Operations,2022-10-11 08:12:00,Yverdon,6,clear,2022
Basel-Olten,IC,External,2022-10-11 13:34:00,Olten,10,clear,2022
Zürich-Bern,IC,Boarding,2022-10-12 22:17:00,Olten,2,rain,2022
Zürich-Genève,IC,Rolling stock,2022-10-14 20:11:00,Bern,2,rain,2022
Zürich-Genève,IC,Connection wait,2022-10-15 22:51:00,Genève,5,clear,2022
Zürich-Genève,IC,Infrastructure,2022-10-17 20:02:00,Zürich HB,4,clear,2022
S2 Zürich,S,Boarding,2022-10-17 21:50:00,Zürich HB,13,clear,2022
Lausanne-Brig,IR,Rolling stock,2022-10-18 06:30:00,Sion,2,clear,2022
Bern-Belp,RE,External,2022-10-18 11:17:00,Belp,2,snow,2022
S2 Zürich,S,Operations,2022-10-18 14:52:00,Effretikon,2,clear,2022
Genève-Lausanne,IC,Boarding,2022-10-18 18:15:00,Nyon,8,rain,2022
Basel-Olten,IC,Boarding,2022-10-19 18:03:00,Olten,9,clear,2022
Zürich-Genève,IC,Boarding,2022-10-19 20:05:00,Bern,5,clear,2022
Lausanne-Brig,IR,Operations,2022-10-20 12:23:00,Sion,7,rain,2022
Bern-Belp,RE,Rolling stock,2022-10-22 23:08:00,Belp,10,clear,2022
Zürich-Chur,IC,External,2022-10-23 15:01:00,Zürich HB,3,clear,2022
Bern-Brig,IC,Infrastructure,2022-10-23 15:25:00,Bern,21,clear,2022
Basel-Lausanne,IC,External,2022-10-23 20:04:00,Bern,6,snow,2022
St. Gallen-Zürich,IR,Infrastructure,2022-10-24 05:50:00,St. Gallen,3,snow,2022
Basel-Olten,IC,Boarding,2022-10-26 19:33:00,Liestal,2,clear,2022
Zürich-Bern,IC,Infrastructure,2022-10-27 12:14:00,Zürich HB,2,clear,2022
Bern-Belp,RE,Connection wait,2022-10-27 16:03:00,Bern,26,rain,2022
Basel-Lausanne,IC,Infrastructure,2022-10-27 20:50:00,Lausanne,7,rain,2022
S1 Lausanne,S,External,2022-10-28 02:01:00,Lausanne,3,rain,2022
Bern-Brig,IC,External,2022-10-28 05:19:00,Brig,15,clear,2022
S6 Basel,S,Operations,2022-10-28 23:34:00,Pratteln,3,rain,2022
Bern-Brig,IC,External,2022-10-30 08:45:00,Brig,9,clear,2022
Bern-Belp,RE,Infrastructure,2022-10-31 15:24:00,Belp,4,rain,2022
Zürich-Genève,IC,External,2022-11-01 12:02:00,Lausanne,2,rain,2022
Bern-Biel,IR,Connection wait,2022-11-01 14:46:00,Biel/Bienne,6,clear,2022
Bern-Belp,RE,Connection wait,2022-11-01 14:51:00,Belp,4,clear,2022
Basel-Lausanne,IC,External,2022-11-04 06:05:00,Lausanne,26,fog,2022
Bern-Brig,IC,Operations,2022-11-05 11:07:00,Bern,2,clear,2022
Bern-Biel,IR,Connection wait,2022-11-06 23:28:00,Lyss,12,snow,2022
Bern-Brig,IC,Rolling stock,2022-11-07 02:02:00,Spiez,2,rain,2022
Olten-Zofingen,RE,Infrastructure,2022-11-07 05:25:00,Zofingen,9,clear,2022
Basel-Lausanne,IC,Infrastructure,2022-11-08 05:23:00,Bern,42,snow,2022
Zürich-Genève,IC,Operations,2022-11-08 07:14:00,Bern,4,clear,2022
Bern-Biel,IR,External,2022-11-08 17:51:00,Bern,20,fog,2022
S2 Zürich,S,Connection wait,2022-11-09 18:10:00,Effretikon,3,rain,2022
Bern-Belp,RE,Infrastructure,2022-11-10 13:52:00,Belp,5,clear,2022
Zürich-Chur,IC,External,2022-11-10 17:40:00,Chur,20,rain,2022
Bern-Belp,RE,External,2022-11-10 20:48:00,Bern,23,clear,2022
S1 Lausanne,S,Infrastructure,2022-11-11 19:41:00,Yverdon,29,clear,2022
Bern-Biel,IR,Boarding,2022-11-12 08:25:00,Bern,2,fog,2022
S6 Basel,S,Infrastructure,2022-11-12 16:12:00,Basel SBB,2,clear,2022
Olten-Zofingen,RE,External,2022-11-13 05:15:00,Zofingen,2,clear,2022
Bern-Brig,IC,Rolling stock,2022-11-13 07:09:00,Spiez,33,snow,2022
Zürich-Genève,IC,Operations,2022-11-13 08:43:00,Genève,8,fog,2022
S6 Basel,S,Infrastructure,2022-11-13 09:45:00,Basel SBB,9,clear,2022
S1 Lausanne,S,Connection wait,2022-11-13 18:50:00,Yverdon,4,clear,2022
Zürich-Bern,IC,Connection wait,2022-11-13 22:28:00,Bern,2,clear,2022
Zürich-Luzern,IC,Connection wait,2022-11-14 09:13:00,Luzern,2,clear,2022
Basel-Olten,IC,Infrastructure,2022-11-14 10:28:00,Olten,7,rain,2022
S5 Bern,S,Rolling stock,2022-11-15 15:36:00,Burgdorf,22,clear,2022
Basel-Olten,IC,Operations,2022-11-16 16:42:00,Basel SBB,23,clear,2022
S6 Basel,S,Rolling stock,2022-11-17 09:40:00,Basel SBB,5,fog,2022
Bern-Belp,RE,Infrastructure,2022-11-18 10:04:00,Belp,11,clear,2022
Zürich-Genève,IC,Operations,2022-11-18 15:31:00,Bern,6,clear,2022
Zürich-Genève,IC,Rolling stock,2022-11-18 16:46:00,Bern,10,clear,2022
Zürich-Chur,IC,Boarding,2022-11-18 18:02:00,Chur,2,rain,2022
Bern-Brig,IC,Operations,2022-11-19 08:37:00,Bern,32,fog,2022
Zürich-Bern,IC,Infrastructure,2022-11-19 14:35:00,Zürich HB,6,clear,2022
Zürich-Genève,IC,Rolling stock,2022-11-23 11:41:00,Lausanne,2,rain,2022
Zürich-Schaffhausen,IR,Connection wait,2022-11-23 16:39:00,Schaffhausen,3,clear,2022
Basel-Olten,IC,Operations,2022-11-23 22:08:00,Olten,2,rain,2022
Bern-Brig,IC,Rolling stock,2022-11-24 18:29:00,Brig,9,clear,2022
Bern-Brig,IC,Connection wait,2022-11-24 23:55:00,Bern,6,rain,2022
Bern-Brig,IC,External,2022-11-25 08:15:00,Spiez,15,fog,2022
Basel-Olten,IC,Operations,2022-11-25 11:19:00,Olten,2,snow,2022
S2 Zürich,S,Connection wait,2022-11-25 16:58:00,Zürich HB,8,clear,2022
Zürich-Bern,IC,Boarding,2022-11-26 08:46:00,Olten,2,clear,2022
Genève-Lausanne,IC,External,2022-11-26 19:01:00,Genève,2,rain,2022
Bern-Belp,RE,Connection wait,2022-11-27 07:46:00,Bern,7,rain,2022
Lausanne-Brig,IR,Infrastructure,2022-11-27 12:42:00,Sion,5,rain,2022
Bern-Biel,IR,External,2022-11-29 13:56:00,Lyss,8,clear,2022
S2 Zürich,S,External,2022-12-01 11:41:00,Effretikon,2,snow,2022
Zürich-Schaffhausen,IR,Infrastructure,2022-12-03 05:48:00,Zürich HB,15,clear,2022
Zürich-Chur,IC,Infrastructure,2022-12-03 10:11:00,Chur,6,clear,2022
Lugano-Locarno,RE,Infrastructure,2022-12-04 14:47:00,Lugano,19,clear,2022
Bern-Brig,IC,Infrastructure,2022-12-06 05:25:00,Bern,5,clear,2022
Zürich-Genève,IC,External,2022-12-06 15:40:00,Zürich HB,9,snow,2022
S6 Basel,S,Infrastructure,2022-12-07 08:55:00,Basel SBB,2,fog,2022
Olten-Zofingen,RE,Boarding,2022-12-07 18:53:00,Zofingen,2,clear,2022
St. Gallen-Zürich,IR,Infrastructure,2022-12-08 10:03:00,Zürich HB,5,rain,2022
Genève-Lausanne,IC,Infrastructure,2022-12-08 21:03:00,Lausanne,23,clear,2022
Zürich-Bern,IC,Operations,2022-12-09 06:54:00,Zürich HB,2,clear,2022
Bern-Belp,RE,External,2022-12-10 18:22:00,Belp,33,clear,2022
Olten-Zofingen,RE,Connection wait,2022-12-10 20:15:00,Olten,5,clear,2022
Genève-Lausanne,IC,Infrastructure,2022-12-10 23:38:00,Nyon,4,clear,2022
Basel-Olten,IC,Operations,2022-12-11 10:58:00,Olten,2,clear,2022
Genève-Lausanne,IC,External,2022-12-12 17:55:00,Nyon,2,snow,2022
Olten-Zofingen,RE,Infrastructure,2022-12-12 21:03:00,Zofingen,4,clear,2022
Genève-Lausanne,IC,Boarding,2022-12-13 06:41:00,Nyon,3,clear,2022
Zürich-Bern,IC,Infrastructure,2022-12-13 19:37:00,Bern,13,fog,2022
S2 Zürich,S,Operations,2022-12-14 05:28:00,Effretikon,2,clear,2022
S1 Lausanne,S,Rolling stock,2022-12-15 05:19:00,Yverdon,3,clear,2022
Zürich-Schaffhausen,IR,Boarding,2022-12-15 19:25:00,Zürich HB,2,clear,2022
Basel-Olten,IC,External,2022-12-17 08:32:00,Olten,17,clear,2022
Lugano-Locarno,RE,External,2022-12-17 19:20:00,Lugano,2,clear,2022
St. Gallen-Zürich,IR,Operations,2022-12-17 21:03:00,Winterthur,5,clear,2022
Zürich-Genève,IC,External,2022-12-18 18:33:00,Bern,4,clear,2022
Basel-Lausanne,IC,Infrastructure,2022-12-23 09:11:00,Lausanne,4,clear,2022
Zürich-Luzern,IC,Connection wait,2022-12-23 15:42:00,Zürich HB,2,clear,2022
S6 Basel,S,Infrastructure,2022-12-24 04:35:00,Basel SBB,33,clear,2022
S6 Basel,S,Rolling stock,2022-12-25 08:10:00,Basel SBB,2,rain,2022
S6 Basel,S,Connection wait,2022-12-25 08:38:00,Basel SBB,4,snow,2022
St. Gallen-Zürich,IR,Infrastructure,2022-12-25 08:56:00,St. Gallen,4,clear,2022
Basel-Olten,IC,External,2022-12-25 14:31:00,Olten,2,rain,2022
Lugano-Locarno,RE,Infrastructure,2022-12-25 20:08:00,Locarno,34,fog,2022
Zürich-Schaffhausen,IR,Boarding,2022-12-26 09:36:00,Schaffhausen,22,clear,2022
S2 Zürich,S,External,2022-12-26 12:38:00,Zürich HB,23,clear,2022
Zürich-Genève,IC,Infrastructure,2022-12-28 05:34:00,Genève,13,clear,2022
Bern-Biel,IR,Infrastructure,2022-12-28 12:32:00,Biel/Bienne,7,clear,2022
Basel-Lausanne,IC,Connection wait,2022-12-29 12:29:00,Lausanne,11,clear,2022
Genève-Lausanne,IC,Operations,2022-12-30 18:21:00,Nyon,2,clear,2022
St. Gallen-Zürich,IR,Rolling stock,2022-12-31 16:52:00,St. Gallen,20,rain,2022
S6 Basel,S,Infrastructure,2023-01-01 05:58:00,Basel SBB,24,clear,2023
Lausanne-Brig,IR,Infrastructure,2023-01-01 14:51:00,Brig,31,fog,2023
Bern-Belp,RE,Operations,2023-01-01 21:19:00,Belp,3,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-01-02 10:12:00,Zürich HB,2,clear,2023
Bern-Brig,IC,Boarding,2023-01-03 19:46:00,Spiez,2,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-01-03 23:01:00,Basel SBB,13,clear,2023
Zürich-Luzern,IC,Rolling stock,2023-01-05 13:55:00,Luzern,5,rain,2023
Lausanne-Brig,IR,External,2023-01-06 12:45:00,Lausanne,16,clear,2023
Bern-Biel,IR,Connection wait,2023-01-07 08:38:00,Biel/Bienne,2,clear,2023
Genève-Lausanne,IC,Infrastructure,2023-01-07 09:31:00,Lausanne,14,clear,2023
Basel-Olten,IC,Connection wait,2023-01-09 04:32:00,Olten,2,clear,2023
Lausanne-Brig,IR,Operations,2023-01-09 09:03:00,Sion,4,clear,2023
Basel-Lausanne,IC,Operations,2023-01-09 22:35:00,Lausanne,21,clear,2023
Zürich-Genève,IC,Connection wait,2023-01-13 18:58:00,Bern,3,clear,2023
Bern-Biel,IR,Boarding,2023-01-14 09:40:00,Bern,4,clear,2023
Zürich-Genève,IC,Infrastructure,2023-01-15 04:49:00,Zürich HB,15,clear,2023
Basel-Olten,IC,Rolling stock,2023-01-15 05:44:00,Basel SBB,4,rain,2023
Lausanne-Brig,IR,Boarding,2023-01-15 12:36:00,Lausanne,2,clear,2023
Bern-Belp,RE,External,2023-01-15 12:56:00,Bern,39,snow,2023
S1 Lausanne,S,Infrastructure,2023-01-16 12:12:00,Lausanne,4,clear,2023
Bern-Biel,IR,Rolling stock,2023-01-18 06:54:00,Lyss,2,rain,2023
Basel-Lausanne,IC,Infrastructure,2023-01-18 16:12:00,Basel SBB,3,rain,2023
Bern-Belp,RE,External,2023-01-19 16:33:00,Bern,12,rain,2023
Lugano-Locarno,RE,Boarding,2023-01-19 19:15:00,Locarno,5,clear,2023
S6 Basel,S,Rolling stock,2023-01-20 10:45:00,Basel SBB,12,rain,2023
Genève-Lausanne,IC,External,2023-01-22 09:30:00,Genève,2,clear,2023
Zürich-Genève,IC,Infrastructure,2023-01-22 17:58:00,Lausanne,10,clear,2023
Basel-Olten,IC,External,2023-01-22 18:11:00,Olten,6,rain,2023
Basel-Olten,IC,Connection wait,2023-01-23 12:22:00,Liestal,5,rain,2023
Zürich-Genève,IC,Rolling stock,2023-01-23 19:19:00,Bern,14,rain,2023
St. Gallen-Zürich,IR,Rolling stock,2023-01-24 18:02:00,St. Gallen,2,clear,2023
Basel-Lausanne,IC,External,2023-01-24 23:35:00,Basel SBB,2,clear,2023
Bern-Biel,IR,Operations,2023-01-26 10:42:00,Lyss,29,clear,2023
Olten-Zofingen,RE,Operations,2023-01-26 23:05:00,Zofingen,35,clear,2023
Bern-Brig,IC,Rolling stock,2023-01-27 22:10:00,Bern,16,clear,2023
Bern-Biel,IR,Boarding,2023-01-28 19:03:00,Lyss,2,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-01-30 09:02:00,Basel SBB,6,clear,2023
Zürich-Chur,IC,Connection wait,2023-01-30 09:46:00,Sargans,6,snow,2023
Bern-Brig,IC,Operations,2023-01-31 09:49:00,Bern,10,clear,2023
