date,ticker,name,sector,close,volume,market_cap_usd
2021-05-21,NFLX,Netflix,Communication Svcs.,578.73,4899699,302520000000
2021-05-21,NVDA,NVIDIA,Technology,176.66,390242587,408660000000
2021-05-21,ORCL,Oracle,Technology,70.07,9074475,203690000000
2021-05-21,QCOM,Qualcomm,Technology,219.29,7304231,234610000000
2021-05-21,TSLA,Tesla,Cons. Discretionary,832.15,86246379,904250000000
2021-05-21,V,Visa,Financials,264.94,3587459,502190000000
2021-05-24,AAPL,Apple,Technology,151.37,66379209,2177490000000
2021-05-24,ADBE,Adobe,Technology,808.96,2199750,401110000000
2021-05-24,AMD,AMD,Technology,100.62,68236945,133490000000
2021-05-24,AMZN,Amazon,Cons. Discretionary,119.31,31548970,1247830000000
2021-05-24,AVGO,Broadcom,Technology,482.67,21349367,223860000000
2021-05-24,CAT,Caterpillar,Industrials,200.05,2992288,63100000000
2021-05-24,CRM,Salesforce,Technology,252.53,8080059,240460000000
2021-05-24,DIS,Walt Disney,Communication Svcs.,140.25,12771158,258730000000
2021-05-24,GE,GE Aerospace,Industrials,48.19,6827783,52150000000
2021-05-24,GOOGL,Alphabet,Communication Svcs.,150.61,20887392,1962780000000
2021-05-24,HD,Home Depot,Cons. Discretionary,285.16,3985268,269070000000
2021-05-24,HON,Honeywell,Industrials,199.32,1484234,152950000000
2021-05-24,IBM,IBM,Technology,123.86,4273279,116980000000
2021-05-24,INTC,Intel,Technology,68.33,25484579,208970000000
2021-05-24,JPM,JPMorgan Chase,Financials,132.86,9039830,364040000000
2021-05-24,MA,Mastercard,Financials,313.78,3333905,324900000000
2021-05-24,MCD,McDonald's,Cons. Discretionary,211.01,4871367,150830000000
2021-05-24,META,Meta Platforms,Communication Svcs.,331.26,15810069,825980000000
2021-05-24,MSFT,Microsoft,Technology,282.04,27436129,1964850000000
2021-05-24,NFLX,Netflix,Communication Svcs.,577.03,4943930,301630000000
2021-05-24,NVDA,NVIDIA,Technology,177.26,420548400,410040000000
2021-05-24,ORCL,Oracle,Technology,71.47,7563294,207760000000
2021-05-24,QCOM,Qualcomm,Technology,218.64,15068374,233910000000
2021-05-24,TSLA,Tesla,Cons. Discretionary,830.17,83870592,902100000000
2021-05-24,V,Visa,Financials,258.38,6253965,489740000000
2021-05-25,AAPL,Apple,Technology,150.09,62830092,2159060000000
2021-05-25,ADBE,Adobe,Technology,811.44,2697180,402350000000
2021-05-25,AMD,AMD,Technology,96.23,58918380,127670000000
2021-05-25,AMZN,Amazon,Cons. Discretionary,113.58,49282864,1187900000000
2021-05-25,AVGO,Broadcom,Technology,481.82,40745474,223460000000
2021-05-25,CAT,Caterpillar,Industrials,198.06,2848491,62470000000
2021-05-25,CRM,Salesforce,Technology,252.99,3800460,240900000000
2021-05-25,DIS,Walt Disney,Communication Svcs.,144.55,5972354,266660000000
2021-05-25,GE,GE Aerospace,Industrials,48.12,5167690,52070000000
2021-05-25,GOOGL,Alphabet,Communication Svcs.,148.25,24969871,1932000000000
2021-05-25,HD,Home Depot,Cons. Discretionary,286.79,5077411,270600000000
2021-05-25,HON,Honeywell,Industrials,197.24,2393611,151360000000
2021-05-25,IBM,IBM,Technology,124.93,6890272,118000000000
2021-05-25,INTC,Intel,Technology,67.99,24663531,207950000000
2021-05-25,JPM,JPMorgan Chase,Financials,129.16,6025203,353910000000
2021-05-25,MA,Mastercard,Financials,307.36,2242937,318260000000
2021-05-25,MCD,McDonald's,Cons. Discretionary,213.37,3105673,152520000000
2021-05-25,META,Meta Platforms,Communication Svcs.,336.84,20510852,839890000000
2021-05-25,MSFT,Microsoft,Technology,279.02,26007356,1943820000000
2021-05-25,NFLX,Netflix,Communication Svcs.,550.77,5652170,287900000000
2021-05-25,NVDA,NVIDIA,Technology,183.52,579646945,424530000000
2021-05-25,ORCL,Oracle,Technology,70.17,6496525,204000000000
2021-05-25,QCOM,Qualcomm,Technology,216.86,7948456,232010000000
2021-05-25,TSLA,Tesla,Cons. Discretionary,837.41,92491555,909960000000
2021-05-25,V,Visa,Financials,251.14,4750458,476030000000
2021-05-26,AAPL,Apple,Technology,149.11,76474985,2144880000000
2021-05-26,ADBE,Adobe,Technology,806.46,2949596,399880000000
2021-05-26,AMD,AMD,Technology,97.89,43040198,129870000000
2021-05-26,AMZN,Amazon,Cons. Discretionary,113.47,61102034,1186720000000
2021-05-26,AVGO,Broadcom,Technology,486.26,22482708,225520000000
2021-05-26,CAT,Caterpillar,Industrials,202.58,2674572,63890000000
2021-05-26,CRM,Salesforce,Technology,254.39,4258574,242230000000
2021-05-26,DIS,Walt Disney,Communication Svcs.,147.17,17937169,271500000000
2021-05-26,GE,GE Aerospace,Industrials,48.02,8980667,51970000000
2021-05-26,GOOGL,Alphabet,Communication Svcs.,149.67,29023774,1950580000000
2021-05-26,HD,Home Depot,Cons. Discretionary,285.56,2880153,269440000000
2021-05-26,HON,Honeywell,Industrials,201.69,2305580,154770000000
2021-05-26,IBM,IBM,Technology,122.0,5204884,115230000000
2021-05-26,INTC,Intel,Technology,69.18,27838340,211580000000
2021-05-26,JPM,JPMorgan Chase,Financials,131.01,10656344,358980000000
2021-05-26,MA,Mastercard,Financials,303.95,1920668,314730000000
2021-05-26,MCD,McDonald's,Cons. Discretionary,213.18,2189127,152370000000
2021-05-26,META,Meta Platforms,Communication Svcs.,339.17,16361593,845700000000
2021-05-26,MSFT,Microsoft,Technology,277.08,21083895,1930280000000
2021-05-26,NFLX,Netflix,Communication Svcs.,566.98,8193976,296380000000
2021-05-26,NVDA,NVIDIA,Technology,179.48,344788883,415180000000
2021-05-26,ORCL,Oracle,Technology,69.36,9691973,201620000000
2021-05-26,QCOM,Qualcomm,Technology,224.86,10703583,240560000000
2021-05-26,TSLA,Tesla,Cons. Discretionary,862.14,86254802,936830000000
2021-05-26,V,Visa,Financials,250.02,8212868,473890000000
2021-05-27,AAPL,Apple,Technology,147.06,96544957,2115400000000
2021-05-27,ADBE,Adobe,Technology,814.1,3206681,403670000000
2021-05-27,AMD,AMD,Technology,95.38,35998701,126540000000
2021-05-27,AMZN,Amazon,Cons. Discretionary,108.66,55504956,1136480000000
2021-05-27,AVGO,Broadcom,Technology,488.95,17933793,226770000000
2021-05-27,CAT,Caterpillar,Industrials,203.33,2286446,64130000000
2021-05-27,CRM,Salesforce,Technology,253.49,5751995,241380000000
2021-05-27,DIS,Walt Disney,Communication Svcs.,145.28,9311317,268010000000
2021-05-27,GE,GE Aerospace,Industrials,49.29,6287896,53340000000
2021-05-27,GOOGL,Alphabet,Communication Svcs.,149.7,22726334,1950870000000
2021-05-27,HD,Home Depot,Cons. Discretionary,285.7,3422179,269570000000
2021-05-27,HON,Honeywell,Industrials,198.83,2799989,152580000000
2021-05-27,IBM,IBM,Technology,122.33,3532697,115540000000
2021-05-27,INTC,Intel,Technology,68.22,58082252,208640000000
2021-05-27,JPM,JPMorgan Chase,Financials,131.64,9007675,360680000000
2021-05-27,MA,Mastercard,Financials,307.9,2404385,318810000000
2021-05-27,MCD,McDonald's,Cons. Discretionary,212.97,2534123,152220000000
2021-05-27,META,Meta Platforms,Communication Svcs.,349.53,15663689,871540000000
2021-05-27,MSFT,Microsoft,Technology,271.17,24069261,1889120000000
2021-05-27,NFLX,Netflix,Communication Svcs.,561.74,6000606,293640000000
2021-05-27,NVDA,NVIDIA,Technology,174.07,565886684,402670000000
2021-05-27,ORCL,Oracle,Technology,70.77,12177096,205720000000
2021-05-27,QCOM,Qualcomm,Technology,233.16,9323092,249450000000
2021-05-27,TSLA,Tesla,Cons. Discretionary,871.91,58379751,947450000000
2021-05-27,V,Visa,Financials,255.11,7148016,483550000000
2021-05-28,AAPL,Apple,Technology,146.86,44001135,2112550000000
2021-05-28,ADBE,Adobe,Technology,820.57,2664305,406870000000
2021-05-28,AMD,AMD,Technology,95.34,45382327,126490000000
2021-05-28,AMZN,Amazon,Cons. Discretionary,109.49,63326853,1145130000000
2021-05-28,AVGO,Broadcom,Technology,486.29,26939895,225540000000
2021-05-28,CAT,Caterpillar,Industrials,198.09,2463079,62480000000
2021-05-28,CRM,Salesforce,Technology,254.33,3374371,242180000000
2021-05-28,DIS,Walt Disney,Communication Svcs.,144.04,10548952,265720000000
2021-05-28,GE,GE Aerospace,Industrials,48.86,5575655,52880000000
2021-05-28,GOOGL,Alphabet,Communication Svcs.,151.46,19039014,1973850000000
2021-05-28,HD,Home Depot,Cons. Discretionary,284.9,3115295,268820000000
2021-05-28,HON,Honeywell,Industrials,198.29,4020611,152160000000
2021-05-28,IBM,IBM,Technology,122.19,4199931,115410000000
2021-05-28,INTC,Intel,Technology,67.64,48050918,206880000000
2021-05-28,JPM,JPMorgan Chase,Financials,131.08,12620149,359170000000
2021-05-28,MA,Mastercard,Financials,315.08,2133567,326250000000
2021-05-28,MCD,McDonald's,Cons. Discretionary,210.46,2804753,150430000000
2021-05-28,META,Meta Platforms,Communication Svcs.,349.91,18656059,872480000000
2021-05-28,MSFT,Microsoft,Technology,271.75,20041293,1893140000000
2021-05-28,NFLX,Netflix,Communication Svcs.,535.42,5530214,279880000000
2021-05-28,NVDA,NVIDIA,Technology,176.17,413479173,407530000000
2021-05-28,ORCL,Oracle,Technology,72.87,15644385,211840000000
2021-05-28,QCOM,Qualcomm,Technology,231.74,11891384,247920000000
2021-05-28,TSLA,Tesla,Cons. Discretionary,849.16,103679470,922730000000
2021-05-28,V,Visa,Financials,256.44,4263027,486070000000
2021-05-31,AAPL,Apple,Technology,145.38,37753014,2091240000000
2021-05-31,ADBE,Adobe,Technology,822.39,1672270,407770000000
2021-05-31,AMD,AMD,Technology,97.37,38581469,129180000000
2021-05-31,AMZN,Amazon,Cons. Discretionary,108.31,35314592,1132760000000
2021-05-31,AVGO,Broadcom,Technology,477.51,13462621,221460000000
2021-05-31,CAT,Caterpillar,Industrials,198.66,3334930,62660000000
2021-05-31,CRM,Salesforce,Technology,252.17,4365752,240120000000
2021-05-31,DIS,Walt Disney,Communication Svcs.,142.05,13960256,262050000000
2021-05-31,GE,GE Aerospace,Industrials,49.08,6439860,53110000000
2021-05-31,GOOGL,Alphabet,Communication Svcs.,149.74,23028337,1951410000000
2021-05-31,HD,Home Depot,Cons. Discretionary,275.98,1897970,260400000000
2021-05-31,HON,Honeywell,Industrials,199.34,4190593,152970000000
2021-05-31,IBM,IBM,Technology,119.43,2916407,112800000000
2021-05-31,INTC,Intel,Technology,68.2,31071184,208590000000
2021-05-31,JPM,JPMorgan Chase,Financials,131.84,10804019,361260000000
2021-05-31,MA,Mastercard,Financials,310.83,2356896,321850000000
2021-05-31,MCD,McDonald's,Cons. Discretionary,212.81,2073210,152110000000
2021-05-31,META,Meta Platforms,Communication Svcs.,340.9,16575829,850030000000
2021-05-31,MSFT,Microsoft,Technology,272.33,42776285,1897210000000
2021-05-31,NFLX,Netflix,Communication Svcs.,535.54,3975961,279940000000
2021-05-31,NVDA,NVIDIA,Technology,176.14,591335306,407450000000
2021-05-31,ORCL,Oracle,Technology,75.85,7946985,220490000000
2021-05-31,QCOM,Qualcomm,Technology,227.25,6780407,243130000000
2021-05-31,TSLA,Tesla,Cons. Discretionary,828.79,87514015,900590000000
2021-05-31,V,Visa,Financials,252.08,4113740,477810000000
2021-06-01,AAPL,Apple,Technology,147.13,54810879,2116430000000
2021-06-01,ADBE,Adobe,Technology,798.4,1649665,395880000000
2021-06-01,AMD,AMD,Technology,93.79,44918096,124430000000
2021-06-01,AMZN,Amazon,Cons. Discretionary,107.76,65290996,1127030000000
2021-06-01,AVGO,Broadcom,Technology,475.87,23622821,220700000000
2021-06-01,CAT,Caterpillar,Industrials,196.7,2140358,62040000000
2021-06-01,CRM,Salesforce,Technology,256.33,4111419,244090000000
2021-06-01,DIS,Walt Disney,Communication Svcs.,141.14,12600002,260380000000
2021-06-01,GE,GE Aerospace,Industrials,48.3,4092904,52260000000
2021-06-01,GOOGL,Alphabet,Communication Svcs.,152.79,21763269,1991190000000
2021-06-01,HD,Home Depot,Cons. Discretionary,276.73,4261869,261110000000
2021-06-01,HON,Honeywell,Industrials,198.58,2352487,152380000000
2021-06-01,IBM,IBM,Technology,118.38,6422305,111810000000
2021-06-01,INTC,Intel,Technology,67.72,42249027,207130000000
2021-06-01,JPM,JPMorgan Chase,Financials,128.72,9332777,352690000000
2021-06-01,MA,Mastercard,Financials,309.6,2465795,320580000000
2021-06-01,MCD,McDonald's,Cons. Discretionary,210.51,2167970,150470000000
2021-06-01,META,Meta Platforms,Communication Svcs.,344.05,23246918,857880000000
2021-06-01,MSFT,Microsoft,Technology,274.18,20795801,1910060000000
2021-06-01,NFLX,Netflix,Communication Svcs.,544.72,6283019,284740000000
2021-06-01,NVDA,NVIDIA,Technology,177.97,589510904,411690000000
2021-06-01,ORCL,Oracle,Technology,77.17,7703507,224350000000
2021-06-01,QCOM,Qualcomm,Technology,224.49,5519043,240170000000
2021-06-01,TSLA,Tesla,Cons. Discretionary,822.85,89657579,894130000000
2021-06-01,V,Visa,Financials,251.33,4990357,476380000000
2021-06-02,AAPL,Apple,Technology,147.33,53771881,2119250000000
2021-06-02,ADBE,Adobe,Technology,796.21,2449193,394800000000
2021-06-02,AMD,AMD,Technology,94.73,33372947,125680000000
2021-06-02,AMZN,Amazon,Cons. Discretionary,107.05,81430185,1119630000000
2021-06-02,AVGO,Broadcom,Technology,474.17,12037617,219910000000
2021-06-02,CAT,Caterpillar,Industrials,198.31,2281389,62550000000
2021-06-02,CRM,Salesforce,Technology,263.74,5341130,251140000000
2021-06-02,DIS,Walt Disney,Communication Svcs.,142.0,12805932,261960000000
2021-06-02,GE,GE Aerospace,Industrials,47.75,4610185,51670000000
2021-06-02,GOOGL,Alphabet,Communication Svcs.,153.7,19414584,2003100000000
2021-06-02,HD,Home Depot,Cons. Discretionary,277.49,3959064,261830000000
2021-06-02,HON,Honeywell,Industrials,200.01,2714421,153480000000
2021-06-02,IBM,IBM,Technology,117.57,4588165,111040000000
2021-06-02,INTC,Intel,Technology,67.48,34534861,206370000000
2021-06-02,JPM,JPMorgan Chase,Financials,128.12,16745629,351050000000
2021-06-02,MA,Mastercard,Financials,309.94,2809553,320930000000
2021-06-02,MCD,McDonald's,Cons. Discretionary,212.62,2090700,151980000000
2021-06-02,META,Meta Platforms,Communication Svcs.,344.26,28985068,858390000000
2021-06-02,MSFT,Microsoft,Technology,274.93,17537907,1915280000000
2021-06-02,NFLX,Netflix,Communication Svcs.,545.24,3709022,285010000000
2021-06-02,NVDA,NVIDIA,Technology,183.67,372549234,424870000000
2021-06-02,ORCL,Oracle,Technology,78.9,11125378,229380000000
2021-06-02,QCOM,Qualcomm,Technology,225.87,12197342,241640000000
2021-06-02,TSLA,Tesla,Cons. Discretionary,808.17,125321773,878180000000
2021-06-02,V,Visa,Financials,250.98,5741462,475710000000
2021-06-03,AAPL,Apple,Technology,150.33,45519582,2162510000000
2021-06-03,ADBE,Adobe,Technology,778.38,1892249,385950000000
2021-06-03,AMD,AMD,Technology,95.15,65226701,126240000000
2021-06-03,AMZN,Amazon,Cons. Discretionary,106.29,54889093,1111690000000
2021-06-03,AVGO,Broadcom,Technology,495.33,19459534,229730000000
2021-06-03,CAT,Caterpillar,Industrials,199.19,5285107,62820000000
2021-06-03,CRM,Salesforce,Technology,264.28,4605935,251650000000
2021-06-03,DIS,Walt Disney,Communication Svcs.,137.74,6184376,254110000000
2021-06-03,GE,GE Aerospace,Industrials,48.91,4113973,52930000000
2021-06-03,GOOGL,Alphabet,Communication Svcs.,153.74,19629518,2003590000000
2021-06-03,HD,Home Depot,Cons. Discretionary,283.5,2552265,267490000000
2021-06-03,HON,Honeywell,Industrials,199.09,2123468,152780000000
2021-06-03,IBM,IBM,Technology,117.07,4654787,110570000000
2021-06-03,INTC,Intel,Technology,67.77,50939047,207260000000
2021-06-03,JPM,JPMorgan Chase,Financials,126.95,8723632,347860000000
2021-06-03,MA,Mastercard,Financials,305.84,1997363,316680000000
2021-06-03,MCD,McDonald's,Cons. Discretionary,210.6,2032729,150540000000
2021-06-03,META,Meta Platforms,Communication Svcs.,348.65,18230137,869340000000
2021-06-03,MSFT,Microsoft,Technology,277.07,20557846,1930220000000
2021-06-03,NFLX,Netflix,Communication Svcs.,541.87,4212417,283250000000
2021-06-03,NVDA,NVIDIA,Technology,178.89,412741129,413820000000
2021-06-03,ORCL,Oracle,Technology,77.83,9050100,226240000000
2021-06-03,QCOM,Qualcomm,Technology,221.57,6934699,237040000000
2021-06-03,TSLA,Tesla,Cons. Discretionary,836.43,104054859,908900000000
2021-06-03,V,Visa,Financials,251.18,5216588,476090000000
2021-06-04,AAPL,Apple,Technology,151.26,74704284,2175840000000
2021-06-04,ADBE,Adobe,Technology,795.02,1988216,394210000000
2021-06-04,AMD,AMD,Technology,94.3,71642154,125110000000
2021-06-04,AMZN,Amazon,Cons. Discretionary,106.11,45092691,1109790000000
2021-06-04,AVGO,Broadcom,Technology,486.97,25677087,225850000000
2021-06-04,CAT,Caterpillar,Industrials,198.64,2191327,62650000000
2021-06-04,CRM,Salesforce,Technology,256.01,5499056,243780000000
2021-06-04,DIS,Walt Disney,Communication Svcs.,139.1,9607577,256610000000
2021-06-04,GE,GE Aerospace,Industrials,49.22,4079820,53270000000
2021-06-04,GOOGL,Alphabet,Communication Svcs.,152.76,24010100,1990740000000
2021-06-04,HD,Home Depot,Cons. Discretionary,288.54,3672688,272260000000
2021-06-04,HON,Honeywell,Industrials,201.35,1837524,154510000000
2021-06-04,IBM,IBM,Technology,117.39,5158498,110870000000
2021-06-04,INTC,Intel,Technology,69.23,31641232,211740000000
2021-06-04,JPM,JPMorgan Chase,Financials,129.45,9597308,354710000000
2021-06-04,MA,Mastercard,Financials,303.17,2057081,313920000000
2021-06-04,MCD,McDonald's,Cons. Discretionary,211.32,3552366,151050000000
2021-06-04,META,Meta Platforms,Communication Svcs.,338.48,20131226,844000000000
2021-06-04,MSFT,Microsoft,Technology,275.61,25373111,1920030000000
2021-06-04,NFLX,Netflix,Communication Svcs.,553.08,6370851,289110000000
2021-06-04,NVDA,NVIDIA,Technology,185.08,376031543,428130000000
2021-06-04,ORCL,Oracle,Technology,80.0,8176840,232550000000
2021-06-04,QCOM,Qualcomm,Technology,219.48,8181610,234810000000
2021-06-04,TSLA,Tesla,Cons. Discretionary,828.38,124961323,900150000000
2021-06-04,V,Visa,Financials,248.23,6818782,470510000000
2021-06-07,AAPL,Apple,Technology,151.91,119902782,2185230000000
2021-06-07,ADBE,Adobe,Technology,774.24,2700984,383900000000
2021-06-07,AMD,AMD,Technology,98.25,23682820,130340000000
2021-06-07,AMZN,Amazon,Cons. Discretionary,108.92,36831040,1139120000000
2021-06-07,AVGO,Broadcom,Technology,488.81,16790482,226700000000
2021-06-07,CAT,Caterpillar,Industrials,199.44,1718690,62900000000
2021-06-07,CRM,Salesforce,Technology,246.08,3933303,234330000000
2021-06-07,DIS,Walt Disney,Communication Svcs.,142.58,9298299,263040000000
2021-06-07,GE,GE Aerospace,Industrials,50.08,4756993,54190000000
2021-06-07,GOOGL,Alphabet,Communication Svcs.,152.39,17101682,1986030000000
2021-06-07,HD,Home Depot,Cons. Discretionary,290.92,3498630,274500000000
2021-06-07,HON,Honeywell,Industrials,198.15,2553684,152050000000
2021-06-07,IBM,IBM,Technology,117.27,4564771,110760000000
2021-06-07,INTC,Intel,Technology,68.4,27397871,209200000000
2021-06-07,JPM,JPMorgan Chase,Financials,130.92,18237327,358720000000
2021-06-07,MA,Mastercard,Financials,302.5,2999245,313230000000
2021-06-07,MCD,McDonald's,Cons. Discretionary,211.81,2740501,151400000000
2021-06-07,META,Meta Platforms,Communication Svcs.,336.87,16909546,839980000000
2021-06-07,MSFT,Microsoft,Technology,275.16,23549381,1916910000000
2021-06-07,NFLX,Netflix,Communication Svcs.,577.07,3742890,301650000000
2021-06-07,NVDA,NVIDIA,Technology,190.72,749831659,441170000000
2021-06-07,ORCL,Oracle,Technology,81.07,10726732,235680000000
2021-06-07,QCOM,Qualcomm,Technology,216.39,6320089,231510000000
2021-06-07,TSLA,Tesla,Cons. Discretionary,854.48,59465318,928510000000
2021-06-07,V,Visa,Financials,245.13,6748172,464630000000
2021-06-08,AAPL,Apple,Technology,150.56,46592686,2165760000000
2021-06-08,ADBE,Adobe,Technology,769.7,1874136,381650000000
2021-06-08,AMD,AMD,Technology,94.83,33258350,125810000000
2021-06-08,AMZN,Amazon,Cons. Discretionary,105.44,41128047,1102770000000
2021-06-08,AVGO,Broadcom,Technology,490.56,16942715,227520000000
2021-06-08,CAT,Caterpillar,Industrials,202.23,1770029,63780000000
2021-06-08,CRM,Salesforce,Technology,242.78,4510391,231180000000
2021-06-08,DIS,Walt Disney,Communication Svcs.,144.79,7585211,267110000000
2021-06-08,GE,GE Aerospace,Industrials,50.45,5868242,54590000000
2021-06-08,GOOGL,Alphabet,Communication Svcs.,150.27,21830600,1958370000000
2021-06-08,HD,Home Depot,Cons. Discretionary,288.32,2196018,272040000000
2021-06-08,HON,Honeywell,Industrials,198.45,3225274,152290000000
2021-06-08,IBM,IBM,Technology,119.13,4699162,112520000000
2021-06-08,INTC,Intel,Technology,69.45,20012324,212400000000
2021-06-08,JPM,JPMorgan Chase,Financials,129.0,5870880,353460000000
2021-06-08,MA,Mastercard,Financials,296.6,4768023,307110000000
2021-06-08,MCD,McDonald's,Cons. Discretionary,215.27,2119411,153870000000
2021-06-08,META,Meta Platforms,Communication Svcs.,336.37,24016499,838730000000
2021-06-08,MSFT,Microsoft,Technology,274.3,24561512,1910900000000
2021-06-08,NFLX,Netflix,Communication Svcs.,566.5,4934823,296130000000
2021-06-08,NVDA,NVIDIA,Technology,193.06,803328367,446600000000
2021-06-08,ORCL,Oracle,Technology,81.38,10088570,236580000000
2021-06-08,QCOM,Qualcomm,Technology,210.47,8016939,225170000000
2021-06-08,TSLA,Tesla,Cons. Discretionary,850.84,167788399,924550000000
2021-06-08,V,Visa,Financials,242.05,3945265,458790000000
2021-06-09,AAPL,Apple,Technology,150.39,44205771,2163300000000
2021-06-09,ADBE,Adobe,Technology,752.13,2022270,372940000000
2021-06-09,AMD,AMD,Technology,95.09,54413268,126150000000
2021-06-09,AMZN,Amazon,Cons. Discretionary,102.51,77748920,1072110000000
2021-06-09,AVGO,Broadcom,Technology,475.69,27211870,220620000000
2021-06-09,CAT,Caterpillar,Industrials,201.09,2674112,63420000000
2021-06-09,CRM,Salesforce,Technology,247.26,4949510,235450000000
2021-06-09,DIS,Walt Disney,Communication Svcs.,142.92,11891203,263660000000
2021-06-09,GE,GE Aerospace,Industrials,48.56,7176575,52550000000
2021-06-09,GOOGL,Alphabet,Communication Svcs.,150.26,20861590,1958150000000
2021-06-09,HD,Home Depot,Cons. Discretionary,288.6,3085565,272310000000
2021-06-09,HON,Honeywell,Industrials,197.5,2059524,151550000000
2021-06-09,IBM,IBM,Technology,123.07,3335782,116240000000
2021-06-09,INTC,Intel,Technology,68.11,50248250,208290000000
2021-06-09,JPM,JPMorgan Chase,Financials,131.53,6806333,360390000000
2021-06-09,MA,Mastercard,Financials,296.41,3286909,306910000000
2021-06-09,MCD,McDonald's,Cons. Discretionary,214.07,2380597,153010000000
2021-06-09,META,Meta Platforms,Communication Svcs.,347.47,20096811,866400000000
2021-06-09,MSFT,Microsoft,Technology,277.17,26978146,1930950000000
2021-06-09,NFLX,Netflix,Communication Svcs.,555.69,3352859,290470000000
2021-06-09,NVDA,NVIDIA,Technology,188.3,499946564,435590000000
2021-06-09,ORCL,Oracle,Technology,83.21,13370394,241910000000
2021-06-09,QCOM,Qualcomm,Technology,210.32,6591119,225010000000
2021-06-09,TSLA,Tesla,Cons. Discretionary,822.73,107289661,894000000000
2021-06-09,V,Visa,Financials,243.46,3384203,461460000000
2021-06-10,AAPL,Apple,Technology,151.18,36946001,2174640000000
2021-06-10,ADBE,Adobe,Technology,763.36,3161414,378510000000
2021-06-10,AMD,AMD,Technology,90.57,45350141,120160000000
2021-06-10,AMZN,Amazon,Cons. Discretionary,101.35,48663239,1060010000000
2021-06-10,AVGO,Broadcom,Technology,492.31,19237043,228330000000
2021-06-10,CAT,Caterpillar,Industrials,200.32,2666077,63180000000
2021-06-10,CRM,Salesforce,Technology,246.68,5411582,234890000000
2021-06-10,DIS,Walt Disney,Communication Svcs.,143.33,13231115,264410000000
2021-06-10,GE,GE Aerospace,Industrials,48.17,2396982,52130000000
2021-06-10,GOOGL,Alphabet,Communication Svcs.,155.19,29549076,2022490000000
2021-06-10,HD,Home Depot,Cons. Discretionary,293.69,3702096,277120000000
2021-06-10,HON,Honeywell,Industrials,202.64,2294150,155500000000
2021-06-10,IBM,IBM,Technology,124.58,4361059,117660000000
2021-06-10,INTC,Intel,Technology,66.6,31115556,203680000000
2021-06-10,JPM,JPMorgan Chase,Financials,130.52,7725957,357620000000
2021-06-10,MA,Mastercard,Financials,296.02,2417167,306520000000
2021-06-10,MCD,McDonald's,Cons. Discretionary,214.55,2683932,153350000000
2021-06-10,META,Meta Platforms,Communication Svcs.,345.66,22826464,861870000000
2021-06-10,MSFT,Microsoft,Technology,279.57,24147546,1947660000000
2021-06-10,NFLX,Netflix,Communication Svcs.,562.72,5541764,294150000000
2021-06-10,NVDA,NVIDIA,Technology,190.37,408260178,440380000000
2021-06-10,ORCL,Oracle,Technology,84.2,14282050,244780000000
2021-06-10,QCOM,Qualcomm,Technology,210.57,7379503,225280000000
2021-06-10,TSLA,Tesla,Cons. Discretionary,842.2,150844742,915170000000
2021-06-10,V,Visa,Financials,232.92,5422994,441500000000
2021-06-11,AAPL,Apple,Technology,153.23,49042212,2204120000000
2021-06-11,ADBE,Adobe,Technology,774.8,2506305,384180000000
2021-06-11,AMD,AMD,Technology,89.55,67898854,118810000000
2021-06-11,AMZN,Amazon,Cons. Discretionary,101.94,47741957,1066110000000
2021-06-11,AVGO,Broadcom,Technology,500.04,20361416,231910000000
2021-06-11,CAT,Caterpillar,Industrials,201.72,2336281,63620000000
2021-06-11,CRM,Salesforce,Technology,249.11,5712253,237210000000
2021-06-11,DIS,Walt Disney,Communication Svcs.,145.58,11687100,268570000000
2021-06-11,GE,GE Aerospace,Industrials,47.88,4117494,51820000000
2021-06-11,GOOGL,Alphabet,Communication Svcs.,156.54,24200445,2040080000000
2021-06-11,HD,Home Depot,Cons. Discretionary,287.58,3436809,271340000000
2021-06-11,HON,Honeywell,Industrials,204.91,2264723,157240000000
2021-06-11,IBM,IBM,Technology,123.53,5719180,116670000000
2021-06-11,INTC,Intel,Technology,67.93,50947136,207770000000
2021-06-11,JPM,JPMorgan Chase,Financials,127.96,8651846,350620000000
2021-06-11,MA,Mastercard,Financials,299.66,3217500,310280000000
2021-06-11,MCD,McDonald's,Cons. Discretionary,213.47,3573616,152580000000
2021-06-11,META,Meta Platforms,Communication Svcs.,341.99,28146675,852740000000
2021-06-11,MSFT,Microsoft,Technology,279.53,31666458,1947390000000
2021-06-11,NFLX,Netflix,Communication Svcs.,564.66,4105735,295160000000
2021-06-11,NVDA,NVIDIA,Technology,194.46,554293226,449830000000
2021-06-11,ORCL,Oracle,Technology,83.96,9328678,244080000000
2021-06-11,QCOM,Qualcomm,Technology,209.03,6964364,223630000000
2021-06-11,TSLA,Tesla,Cons. Discretionary,858.2,99137702,932550000000
2021-06-11,V,Visa,Financials,233.4,5427614,442390000000
2021-06-14,AAPL,Apple,Technology,153.62,35287522,2209850000000
2021-06-14,ADBE,Adobe,Technology,787.41,2604479,390430000000
2021-06-14,AMD,AMD,Technology,87.62,45606554,116250000000
2021-06-14,AMZN,Amazon,Cons. Discretionary,103.84,71634109,1086080000000
2021-06-14,AVGO,Broadcom,Technology,497.72,12366044,230840000000
2021-06-14,CAT,Caterpillar,Industrials,198.12,3056517,62490000000
